Team ID,Mission Time,Packet Count,Altitude,Pressure,Temperature,Voltage,GPS Time,GPS Latitude,GPS Longitude,GPS Altitude,GPS Sats,Pitch,Roll,Blade Spin Rate,Flight State,Bonus Direction
5343,1,1,0,79062,15,0,23:59:44,0.0,0.0,0.0,0,0,0,0,0,0
5343,1,2,0,79063,15,0,23:59:44,0.0,0.0,0.0,0,0,0,0,0,0
5343,2,3,0,79060,15,0,23:59:44,0.0,0.0,0.0,0,0,0,0,0,0
5343,3,4,0,79064,15,0,23:59:45,0.0,0.0,0.0,0,0,0,0,0,0
5343,4,5,0,79065,15,0,23:59:46,0.0,0.0,0.0,0,0,0,0,0,0
5343,5,6,0,79065,15,0,23:59:47,0.0,0.0,0.0,0,0,0,0,0,0
5343,6,7,0,79059,15,0,23:59:48,0.0,0.0,0.0,0,0,0,0,0,0
5343,7,8,0,79059,15,0,23:59:49,0.0,0.0,0.0,0,0,0,0,0,0
5343,8,9,0,79061,15,0,23:59:50,0.0,0.0,0.0,0,0,0,0,0,0
5343,9,10,0,79061,15,0,23:59:51,0.0,0.0,0.0,0,0,0,0,0,0
5343,10,11,0,79062,15,0,23:59:52,0.0,0.0,0.0,0,0,0,0,0,0
5343,11,12,0,79061,15,0,23:59:53,0.0,0.0,0.0,0,0,0,0,0,0
5343,12,13,0,79060,15,0,23:59:54,0.0,0.0,0.0,0,0,0,0,0,0
5343,13,14,0,79061,15,0,23:59:55,0.0,0.0,0.0,0,0,0,0,0,0
5343,14,15,0,79063,15,0,23:59:56,0.0,0.0,0.0,0,0,0,0,0,0
5343,15,16,0,79063,15,0,23:59:57,0.0,0.0,0.0,0,0,0,0,0,0
5343,16,17,0,79062,15,0,23:59:58,0.0,0.0,0.0,0,0,0,0,0,0
5343,17,18,0,79062,15,0,00:31:28,0.0,0.0,0.0,0,0,0,0,0,0
5343,18,19,0,79063,15,0,00:31:29,0.0,0.0,0.0,0,0,0,0,0,0
5343,19,20,0,79062,15,0,00:31:30,0.0,0.0,0.0,0,0,0,0,0,0
5343,20,21,0,79062,15,0,00:31:31,0.0,0.0,0.0,0,0,0,0,0,0
5343,21,22,0,79063,15,0,00:31:32,0.0,0.0,0.0,0,0,0,0,0,0
